class,test_acc,vote_acc
Hand,0.8303571428571427,0.8035714285714285
Feet,0.7767857142857142,0.7589285714285715
Tongue,0.7303571428571428,0.6892857142857144
Mis,0.7392857142857143,0.7196428571428571
