class,test_acc,vote_acc
Hand,0.8083333333333332,0.7880952380952382
Feet,0.7952380952380953,0.7749999999999999
Tongue,0.7226190476190475,0.7047619047619047
Mis,0.736904761904762,0.7202380952380952
