class,test_acc,vote_acc
Hand,0.8351648351648351,0.8681318681318682
Feet,0.8104395604395604,0.8489010989010988
Tongue,0.7472527472527474,0.782967032967033
Mis,0.8269230769230769,0.8598901098901099
