class,test_acc,vote_acc
Hand,0.7828746177370031,0.7847094801223241
Feet,0.7562691131498471,0.7593272171253822
Tongue,0.7752293577981654,0.7773700305810397
Mis,0.7440366972477064,0.7492354740061162
