class,test_acc,vote_acc
Hand,0.8282967032967032,0.8681318681318682
Feet,0.8114885114885114,0.8472527472527472
Tongue,0.8034715284715285,0.8570679320679321
Mis,0.8405844155844154,0.9010989010989012
