class,test_acc,vote_acc
Hand,0.6685684336627734,0.64526055705301
Feet,0.640873015873016,0.6174603174603175
Tongue,0.6186507936507937,0.6015873015873016
Mis,0.6099206349206351,0.5928571428571429
