class,test_acc,vote_acc
Hand,0.8410714285714285,0.8214285714285715
Feet,0.7803571428571429,0.7446428571428572
Tongue,0.7232142857142857,0.6928571428571428
Mis,0.7535714285714286,0.7089285714285716
