class,test_acc,vote_acc
Hand,0.7091639403853145,0.6881461286804798
Feet,0.6580952380952382,0.6285714285714286
Tongue,0.6138095238095238,0.5909523809523809
Mis,0.6409523809523812,0.6161904761904763
