class,test_acc,vote_acc
Hand,0.8267857142857142,0.7964285714285714
Feet,0.7875000000000001,0.7785714285714287
Tongue,0.7321428571428572,0.7017857142857145
Mis,0.7678571428571428,0.7571428571428571
