participant,class1,class2,running_time,test_acc,train_acc,test_size,train_size,train_block,test_block,test_acc_vote
5,Hand,Rest,69.77714657783508,0.5428571428571428,1.0,"(140, 64, 1000)","(56, 64, 1000)",12,67,0.5642857142857143
5,Feet,Rest,68.34243702888489,0.8071428571428572,1.0,"(140, 64, 1000)","(56, 64, 1000)",12,67,0.7857142857142857
5,Tongue,Rest,67.73038148880005,0.8857142857142857,1.0,"(140, 64, 1000)","(56, 64, 1000)",12,67,0.8714285714285714
5,Mis,Rest,66.98333978652954,0.7142857142857143,1.0,"(140, 64, 1000)","(56, 64, 1000)",12,67,0.6857142857142857
