class,test_acc,vote_acc
Hand,0.8455357142857143,0.8294642857142858
Feet,0.8241071428571429,0.8071428571428572
Tongue,0.7446428571428572,0.7107142857142857
Mis,0.7749999999999999,0.7428571428571428
