class,test_acc,vote_acc
Hand,0.7633027522935779,0.7694189602446485
Feet,0.736697247706422,0.7449541284403671
Tongue,0.7058103975535166,0.7116207951070336
Mis,0.6969418960244648,0.702446483180428
