class,test_acc,vote_acc
Hand,0.8446428571428571,0.8303571428571429
Feet,0.8107142857142857,0.7910714285714285
Tongue,0.7321428571428571,0.6982142857142858
Mis,0.7732142857142857,0.7410714285714286
