class,test_acc,vote_acc
Hand,0.8285714285714285,0.8083333333333332
Feet,0.8202380952380952,0.7976190476190477
Tongue,0.7321428571428571,0.6845238095238095
Mis,0.7928571428571429,0.7678571428571429
