class,test_acc,vote_acc
Hand,0.6113095238095239,0.6193452380952381
Feet,0.5898809523809523,0.5907738095238096
Tongue,0.5601190476190475,0.5657738095238096
Mis,0.5767857142857142,0.5851190476190475
