class,test_acc,vote_acc
Hand,0.7837920489296638,0.7902140672782874
Feet,0.7406727828746177,0.7431192660550461
Tongue,0.745565749235474,0.755045871559633
Mis,0.7406727828746178,0.7492354740061162
