class,test_acc,vote_acc
Hand,0.7064220183486237,0.7119266055045871
Feet,0.7137614678899082,0.7192660550458716
Tongue,0.7293577981651377,0.7351681957186545
Mis,0.7333333333333335,0.7366972477064222
