class,test_acc,vote_acc
Hand,0.7928571428571429,0.7785714285714287
Feet,0.7857142857142857,0.7559523809523809
Tongue,0.7297619047619047,0.7107142857142857
Mis,0.7464285714285713,0.7321428571428571
