class,test_acc,vote_acc
Hand,0.6309523809523809,0.611904761904762
Feet,0.5928571428571427,0.5660714285714287
Tongue,0.5374999999999999,0.5375000000000001
Mis,0.5720238095238095,0.5589285714285713
