participant,class1,class2,running_time,test_acc,train_acc,test_size,train_size,train_block,test_block
12,Hand,Rest,54.70198464393616,0.6071428571428571,1.0,"(56, 64, 1000)","(140, 64, 1000)",1234,56
12,Feet,Rest,108.5810809135437,0.6964285714285714,1.0,"(56, 64, 1000)","(140, 64, 1000)",01234,56
