class,test_acc,vote_acc
Hand,0.7271428571428571,0.6928571428571428
Feet,0.7371428571428572,0.7078571428571427
Tongue,0.6792857142857143,0.6507142857142858
Mis,0.6021428571428571,0.5785714285714285
