class,test_acc,vote_acc
Hand,0.7247706422018348,0.7348623853211009
Feet,0.736467889908257,0.7444954128440366
Tongue,0.6908256880733945,0.703669724770642
Mis,0.6694954128440366,0.6786697247706422
