class,test_acc,vote_acc
Hand,0.5374999999999999,0.5315476190476189
Feet,0.5083333333333332,0.5160714285714285
Tongue,0.4904761904761904,0.5029761904761905
Mis,0.518452380952381,0.5089285714285714
