class,test_acc,vote_acc
Hand,0.8489010989010988,0.896978021978022
Feet,0.7950799200799202,0.8473276723276724
Tongue,0.7925324675324676,0.8447552447552447
Mis,0.8323676323676323,0.8859640359640361
