class,test_acc,vote_acc
Hand,0.7803571428571429,0.775595238095238
Feet,0.7494047619047619,0.7517857142857143
Tongue,0.6910714285714284,0.6904761904761905
Mis,0.7232142857142858,0.7196428571428571
