class,test_acc,vote_acc
Hand,0.8173076923076923,0.864010989010989
Feet,0.7785464535464537,0.8307942057942058
Tongue,0.7676323676323678,0.8268981018981019
Mis,0.7966033966033966,0.8543206793206793
