class,test_acc,vote_acc
Hand,0.782967032967033,0.8186813186813188
Feet,0.7802197802197802,0.8131868131868132
Tongue,0.7445054945054945,0.7802197802197802
Mis,0.760989010989011,0.7967032967032968
