class,test_acc,vote_acc
Hand,0.7912087912087913,0.8159340659340659
Feet,0.7774725274725276,0.8214285714285716
Tongue,0.7692307692307693,0.8049450549450549
Mis,0.7692307692307693,0.8131868131868133
