class,test_acc,vote_acc
Hand,0.6675824175824177,0.6565934065934067
Feet,0.6840659340659341,0.7225274725274726
Tongue,0.6758241758241759,0.6758241758241759
Mis,0.7170329670329672,0.739010989010989
