class,test_acc,vote_acc
Hand,0.7284403669724772,0.7341284403669726
Feet,0.6955963302752294,0.6998165137614678
Tongue,0.6295412844036697,0.6315596330275228
Mis,0.635045871559633,0.6411009174311926
