class,test_acc,vote_acc
Hand,0.7869047619047618,0.7654761904761904
Feet,0.7904761904761904,0.7738095238095237
Tongue,0.7559523809523809,0.7297619047619047
Mis,0.7654761904761905,0.7345238095238095
