class,test_acc,vote_acc
Hand,0.6357142857142857,0.6113095238095237
Feet,0.6619047619047619,0.6333333333333333
Tongue,0.5648809523809524,0.5482142857142857
Mis,0.5583333333333333,0.5422619047619046
