class,test_acc,vote_acc
Hand,0.6477064220183485,0.654434250764526
Feet,0.6218654434250765,0.6220183486238532
Tongue,0.5880733944954128,0.5923547400611621
Mis,0.5917431192660552,0.5995412844036696
