class,test_acc,vote_acc
Hand,0.733211009174312,0.7376146788990825
Feet,0.7108256880733945,0.7201834862385321
Tongue,0.6299082568807339,0.6346788990825688
Mis,0.6423853211009174,0.650091743119266
