class,test_acc,vote_acc
Hand,0.687773285414795,0.6662773285414795
Feet,0.6436507936507937,0.6142857142857143
Tongue,0.6337301587301586,0.6055555555555556
Mis,0.5853174603174603,0.5603174603174603
